id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work
10.2307/281926,10.2307/281926	,Errata: New Perspectives on the Clovis vs. Pre-Clovis Controversy	,	,American Antiquity	,59	,2	,1994-04-01T00:00:00Z	,p. 195	,Society for American Archaeology	,fla	,	,
10.2307/2694877,10.2307/2694877	,Predicting Maize Agriculture among the Fremont: An Economic Comparison of Farming and Foraging in the American Southwest	,K. Renee Barlow	,American Antiquity	,67	,1	,2002-01-01T00:00:00Z	,pp. 65-88	,Society for American Archaeology	,fla	,	,
10.2307/2694662,10.2307/2694662	,A Summary Prehistory and History of the Sierra Pinacate_ Sonora	,Julian D. Hayden	,American Antiquity	,32	,3	,1967-07-01T00:00:00Z	,pp. 335-344	,Society for American Archaeology	,fla	,	,
10.2307/276364,10.2307/276364	,An Inductive Approach in the Teaching of Archaeology	,C. W. Weiant	,American Antiquity	,17	,3	,1952-01-01T00:00:00Z	,pp. 251-253	,Society for American Archaeology	,fla	,	,
10.2307/275364,10.2307/275364	,Recording of Cave Data	,S. M. Wheeler	,American Antiquity	,4	,1	,1938-07-01T00:00:00Z	,pp. 48-51	,Society for American Archaeology	,fla	,	,
10.2307/277194,10.2307/277194	,Some Hypotheses on the Development of Early Civilizations	,Robert M. Adams	,American Antiquity	,21	,3	,1956-01-01T00:00:00Z	,pp. 227-232	,Society for American Archaeology	,fla	,	,
10.2307/280118,10.2307/280118	,Egregious Energetics	,David L. Webster	,American Antiquity	,46	,4	,1981-10-01T00:00:00Z	,pp. 919-922	,Society for American Archaeology	,fla	,	,
10.2307/278123,10.2307/278123	,A Random Number Generator for Field Use	,Ralph M. Rowlett	,American Antiquity	,35	,4	,1970-10-01T00:00:00Z	,p. 491	,Society for American Archaeology	,fla	,	,
10.2307/282012,10.2307/282012	,Tui Chub Taphonomy and the Importance of Marsh Resources in the Western Great Basin of North America	,Virginia L. Butler	,American Antiquity	,61	,4	,1996-10-01T00:00:00Z	,pp. 699-717	,Society for American Archaeology	,fla	,	,
10.2307/279771,10.2307/279771	,Toward the Identification of Formation Processes	,Michael B. Schiffer	,American Antiquity	,48	,4	,1983-10-01T00:00:00Z	,pp. 675-706	,Society for American Archaeology	,fla	,	,
10.2307/276246,10.2307/276246	,Unusual Flint Blade from the Ozarks	,Marvin E. Tong_ Jr.	,American Antiquity	,18	,1	,1952-07-01T00:00:00Z	,pp. 64-65	,Society for American Archaeology	,fla	,	,
10.2307/275113,10.2307/275113	,Negative-Painted Pottery from Crystal River_ Florida	,Gordon R. Willey	Philip Phillips	,American Antiquity	,10	,2	,1944-10-01T00:00:00Z	,pp. 173-185	,Society for American Archaeology	,fla	,	,
10.2307/279555,10.2307/279555	,Snail Shells and Maize Preparation: A Lacandon Maya Analogy	,James D. Nations	,American Antiquity	,44	,3	,1979-07-01T00:00:00Z	,pp. 568-571	,Society for American Archaeology	,fla	,	,
10.2307/278521,10.2307/278521	,A Synthesis of the Prehistory of the Central Little Colorado Valley_ Arizona	,George J. Gumerman	S. Alan Skinner	,American Antiquity	,33	,2	,1968-04-01T00:00:00Z	,pp. 185-199	,Society for American Archaeology	,fla	,	,
10.2307/277831,10.2307/277831	,Early Lithic Industries of Western South America	,Edward P. Lanning	Eugene A. Hammel	,American Antiquity	,27	,2	,1961-10-01T00:00:00Z	,pp. 139-154	,Society for American Archaeology	,fla	,	,
10.2307/278955,10.2307/278955	,Language_ History and Prehistory: Mississippian Lexico-Reconstruction	,Marion Johnson Mochon	,American Antiquity	,37	,4	,1972-10-01T00:00:00Z	,pp. 478-503	,Society for American Archaeology	,fla	,	,
10.2307/277740,10.2307/277740	,Geology and Age of the Early Man Site at Taber_ Alberta	,A. MacS. Stalker	,American Antiquity	,34	,4	,1969-10-01T00:00:00Z	,pp. 425-428	,Society for American Archaeology	,fla	,	,
10.2307/281787,10.2307/281787	,Evidence for Early Maize (Zea Mays) from the Icehouse Bottom Site_ Tennessee	,Jefferson Chapman	Gary D. Crites	,American Antiquity	,52	,2	,1987-04-01T00:00:00Z	,pp. 352-354	,Society for American Archaeology	,fla	,	,
10.2307/277354,10.2307/277354	,Sites of the Paleo-Indian in the Middle Rio Grande Valley	,Frank C. Hibben	,American Antiquity	,17	,1	,1951-07-01T00:00:00Z	,pp. 41-46	,Society for American Archaeology	,fla	,	,
10.2307/275367,10.2307/275367	,Architectural Nomenclature	,Florence Hawley	Ross Montgomery	,American Antiquity	,4	,1	,1938-07-01T00:00:00Z	,pp. 59-60	,Society for American Archaeology	,fla	,	,
10.2307/282512,10.2307/282512	,Contexts of Cultural Change in Insular California	,Jeanne E. Arnold	Roger H. Colten	Scott Pletka	,American Antiquity	,62	,2	,1997-04-01T00:00:00Z	,pp. 300-318	,Society for American Archaeology	,fla	,	,
10.2307/276853,10.2307/276853	,The Archaic Tradition in Puerto Rico	,Ricardo Alegria	H. B. Nicholson	Gordon R. Willey	,American Antiquity	,21	,2	,1955-10-01T00:00:00Z	,pp. 113-121	,Society for American Archaeology	,fla	,	,
10.2307/276388,10.2307/276388	,Archaeology of Far Fan Beach_ Panama Canal Zone	,Donald S. Marshall	,American Antiquity	,15	,2	,1949-10-01T00:00:00Z	,pp. 124-132	,Society for American Archaeology	,fla	,	,
10.2307/277002,10.2307/277002	,Excavations at the Polvo Site in Western Texas	,William J. Shackelford	,American Antiquity	,20	,3	,1955-01-01T00:00:00Z	,pp. 256-262	,Society for American Archaeology	,fla	,	,
10.2307/276210,10.2307/276210	,Early Paracas Textile Techniques	,Dwight T. Wallace	,American Antiquity	,26	,2	,1960-10-01T00:00:00Z	,pp. 279-281	,Society for American Archaeology	,fla	,	,
10.2307/275168,10.2307/275168	,A Reenforced Salt-Pan Sherd from Kentucky	,Carl F. Miller	,American Antiquity	,9	,2	,1943-10-01T00:00:00Z	,p. 246	,Society for American Archaeology	,fla	,	,
10.2307/279131,10.2307/279131	,Of Types and Varieties in Book Reviews: A Rejoinder to Michael E. Smith	,Christopher S. Peebles	,American Antiquity	,44	,4	,1979-10-01T00:00:00Z	,pp. 826-828	,Society for American Archaeology	,fla	,	,
10.2307/277167,10.2307/277167	,Evidence of a Fluted Point Tradition in Ecuador	,Robert E. Bell	,American Antiquity	,26	,1	,1960-07-01T00:00:00Z	,pp. 102-106	,Society for American Archaeology	,fla	,	,
10.2307/278047,10.2307/278047	,On the Identification of Pre-Hispanic Obsidian Mines in Southern Hidalgo	,Thomas H. Charlton	,American Antiquity	,34	,2	,1969-04-01T00:00:00Z	,pp. 176-177	,Society for American Archaeology	,fla	,	,
10.2307/2694496,10.2307/2694496	,The Shield Motif in Plains Rock Art	,David Gebhard	,American Antiquity	,31	,5	,1966-07-01T00:00:00Z	,pp. 721-732	,Society for American Archaeology	,fla	,	,
10.2307/280394,10.2307/280394	,A New Technique for Separating Flotation Samples	,Ann F. Ramenofsky	Leon C. Standifer	Ann M. Whitmer	Marie S. Standifer	,American Antiquity	,51	,1	,1986-01-01T00:00:00Z	,pp. 66-72	,Society for American Archaeology	,fla	,	,
10.2307/279066,10.2307/279066	,Some Archaeological Correlates of Ranked Societies	,Christopher S. Peebles	Susan M. Kus	,American Antiquity	,42	,3	,1977-07-01T00:00:00Z	,pp. 421-448	,Society for American Archaeology	,fla	,	,
10.2307/25470481,10.2307/25470481	,Taphonomic Analysis of the Mammalian Fauna from Sandia Cave_ New Mexico_ and the "Sandia Man" Controversy	,Jessica C. Thompson	Nawa Sugiyama	Gary S. Morgan	,American Antiquity	,73	,2	,2008-04-01T00:00:00Z	,pp. 337-360	,Society for American Archaeology	,fla	,	,
10.2307/275758,10.2307/275758	,A Large Pre-Columbian Copper Bell from the Southwest	,Emil W. Haury	,American Antiquity	,13	,1	,1947-07-01T00:00:00Z	,pp. 80-82	,Society for American Archaeology	,fla	,	,
10.2307/2693993,10.2307/2693993	,New Perspectives on Jamaican Archaeology	,Robert R. Howard	,American Antiquity	,31	,2	,1965-10-01T00:00:00Z	,pp. 250-255	,Society for American Archaeology	,fla	,	,
10.2307/282516,10.2307/282516	,Early Pottery in the Amazon: A Correction	,Denis Williams	,American Antiquity	,62	,2	,1997-04-01T00:00:00Z	,pp. 342-352	,Society for American Archaeology	,fla	,	,
10.2307/280639,10.2307/280639	,Natural Disarticulation and Bison Butchery	,Andrew Hill	Anna Kay Behrensmeyer	,American Antiquity	,50	,1	,1985-01-01T00:00:00Z	,pp. 141-145	,Society for American Archaeology	,fla	,	,
10.2307/280497,10.2307/280497	,Digging for Credit: Early Archaeological Field Schools in the American Southwest	,Carol A. Gifford	Elizabeth A. Morris	,American Antiquity	,50	,2	,1985-04-01T00:00:00Z	,pp. 395-411	,Society for American Archaeology	,fla	,	,
10.2307/277995,10.2307/277995	,A Datable Chumash Pictograph from Santa Barbara County_ California	,James Deetz	,American Antiquity	,29	,4	,1964-04-01T00:00:00Z	,pp. 504-506	,Society for American Archaeology	,fla	,	,
10.2307/275205,10.2307/275205	,Notes on a Pottery Type Called Lino Gray	,Harold S. Colton	,American Antiquity	,5	,4	,1940-04-01T00:00:00Z	,p. 338	,Society for American Archaeology	,fla	,	,
10.2307/275058,10.2307/275058	,An Aboriginal Hematite Quarry in Oakland_ California	,William J. Wallace	,American Antiquity	,12	,4	,1947-04-01T00:00:00Z	,pp. 272-273	,Society for American Archaeology	,fla	,	,
10.2307/2694695,10.2307/2694695	,Rockshelters and Hunter-Gatherer Adaptation to the Pleistocene/Holocene Transition	,John A. Walthall	,American Antiquity	,63	,2	,1998-04-01T00:00:00Z	,pp. 223-238	,Society for American Archaeology	,fla	,	,
10.2307/277593,10.2307/277593	,Correction: The Position of Ipiutak in Eskimo Culture. Reply	,	,American Antiquity	,20	,2	,1954-10-01T00:00:00Z	,p. 191	,Society for American Archaeology	,fla	,	,
10.2307/278043,10.2307/278043	,Change in Preceramic Twined Textiles from the Central Peruvian Coast	,M. Edward Moseley	Linda K. Barrett	,American Antiquity	,34	,2	,1969-04-01T00:00:00Z	,pp. 162-165	,Society for American Archaeology	,fla	,	,
10.2307/279661,10.2307/279661	,The Sun_ Moon and Venus at Uxmal	,Weldon Lamb	,American Antiquity	,45	,1	,1980-01-01T00:00:00Z	,pp. 79-86	,Society for American Archaeology	,fla	,	,
10.2307/275774,10.2307/275774	,Rock Carvings in Southern Illinois	,Bruce W. Merwin	,American Antiquity	,3	,2	,1937-10-01T00:00:00Z	,pp. 179-182	,Society for American Archaeology	,fla	,	,
10.2307/20622470,10.2307/20622470	,The Cave in the Kiva: The Kiva Niche and Painted Walls in the Rio Grande Valley	,Polly Schaafsma	,American Antiquity	,74	,4	,2009-10-01T00:00:00Z	,pp. 664-690	,Society for American Archaeology	,fla	,	,
10.2307/280632,10.2307/280632	,A Lunar-Solar Year Calendar Stick from North America	,Alexander Marshack	,American Antiquity	,50	,1	,1985-01-01T00:00:00Z	,pp. 27-51	,Society for American Archaeology	,fla	,	,
10.2307/276648,10.2307/276648	,Association of Fossil Fauna and Artifacts of the Sulphur Spring Stage_ Cochise Culture	,Emil W. Haury	,American Antiquity	,25	,4	,1960-04-01T00:00:00Z	,pp. 609-610	,Society for American Archaeology	,fla	,	,
10.2307/277485,10.2307/277485	,Comments on the San Jose Radiocarbon Date	,George A. Agogino	Jim Hester	,American Antiquity	,24	,2	,1958-10-01T00:00:00Z	,pp. 187-188	,Society for American Archaeology	,fla	,	,
10.2307/282456,10.2307/282456	,A Formal Approach to the Design and Assembly of Mobile Toolkits	,Steven L. Kuhn	,American Antiquity	,59	,3	,1994-07-01T00:00:00Z	,pp. 426-442	,Society for American Archaeology	,fla	,	,
10.2307/276269,10.2307/276269	,Investigations in Western South Dakota and Northeastern Wyoming	,Jack T. Hughes	,American Antiquity	,14	,4	,1949-04-01T00:00:00Z	,pp. 266-277	,Society for American Archaeology	,fla	,	,
10.2307/2694242,10.2307/2694242	,Shellfish Feeders_ Carrion Eaters_ and the Archaeology of Aquatic Adaptations	,Jon M. Erlandson	Madonna L. Moss	,American Antiquity	,66	,3	,2001-07-01T00:00:00Z	,pp. 413-432	,Society for American Archaeology	,fla	,	,
10.2307/281879,10.2307/281879	,Ethical Principles and Archaeological Practice: Development of an Ethics Policy	,Mark J. Lynott	,American Antiquity	,62	,4	,1997-10-01T00:00:00Z	,pp. 589-599	,Society for American Archaeology	,fla	,	,
10.2307/276413,10.2307/276413	,Cultural Variation within Two Woodland Mound Groups of Northeastern Iowa	,Paul L. Beaubien	,American Antiquity	,19	,1	,1953-07-01T00:00:00Z	,pp. 56-66	,Society for American Archaeology	,fla	,	,
10.2307/280516,10.2307/280516	,Maize Recovered at La Ponga_ an Early Ecuadorian Site	,Ronald D. Lippi	Robert McK. Bird	David M. Stemper	,American Antiquity	,49	,1	,1984-01-01T00:00:00Z	,pp. 118-124	,Society for American Archaeology	,fla	,	,
10.2307/277871,10.2307/277871	,The Construction and Uses of a Laboratory Archaeological Site	,John H. Chilcott	James J. Deetz	,American Antiquity	,29	,3	,1964-01-01T00:00:00Z	,pp. 328-337	,Society for American Archaeology	,fla	,	,
10.2307/278236,10.2307/278236	,Microlithic Sites in the Asiatic USSR	,A. A. Formozov	Sophie D. Coe	Chester S. Chard	,American Antiquity	,27	,1	,1961-07-01T00:00:00Z	,pp. 82-92	,Society for American Archaeology	,fla	,	,
10.2307/279464,10.2307/279464	,Determining Site Function: A North Peruvian Coastal Example	,Robert R. Kautz	Richard W. Keatinge	,American Antiquity	,42	,1	,1977-01-01T00:00:00Z	,pp. 87-97	,Society for American Archaeology	,fla	,	,
10.2307/278882,10.2307/278882	,Laws_ Systems_ and Research Designs: A Discussion of Explanation in Archaeology	,H. David Tuggle	Alex H. Townsend	Thomas J. Riley	,American Antiquity	,37	,1	,1972-01-01T00:00:00Z	,pp. 3-12	,Society for American Archaeology	,fla	,	,
10.2307/278603,10.2307/278603	,The Utilization of Flakes for Cleaning Fish	,Christopher B. Donnan	M. Edward Moseley	,American Antiquity	,33	,4	,1968-10-01T00:00:00Z	,pp. 502-503	,Society for American Archaeology	,fla	,	,
10.2307/278894,10.2307/278894	,Exchange Systems among the Ancient Maya	,Gair Tourtellot	Jeremy A. Sabloff	,American Antiquity	,37	,1	,1972-01-01T00:00:00Z	,pp. 126-135	,Society for American Archaeology	,fla	,	,
10.2307/281932,10.2307/281932	,Intercluster Lithic Patterning at Nobles Pond: A Case for "Disembedded" Procurement among Early Paleoindian Societies	,Mark F. Seeman	,American Antiquity	,59	,2	,1994-04-01T00:00:00Z	,pp. 273-288	,Society for American Archaeology	,fla	,	,
10.2307/277530,10.2307/277530	,Comments on Alibates Flint	,F. Earl Green	Jane Holden Kelley	,American Antiquity	,25	,3	,1960-01-01T00:00:00Z	,pp. 413-414	,Society for American Archaeology	,fla	,	,
10.2307/278777,10.2307/278777	,Atlatl Weights from Certain Sites on the Northern and Central Great Plains	,Robert W. Neuman	,American Antiquity	,32	,1	,1967-01-01T00:00:00Z	,pp. 36-53	,Society for American Archaeology	,fla	,	,
10.2307/276727,10.2307/276727	,The Position of Ipiutak in Eskimo Culture. Reply	,Henry B. Collins	,American Antiquity	,20	,1	,1954-07-01T00:00:00Z	,pp. 79-84	,Society for American Archaeology	,fla	,	,
10.2307/280449,10.2307/280449	,Fifteen Years on the Rock: Archaeological Research_ Administration_ and Compliance on Black Mesa_ Arizona	,Shirley Powell	Peter P. Andrews	Deborah L. Nichols	F. E. Smiley	,American Antiquity	,48	,2	,1983-04-01T00:00:00Z	,pp. 228-252	,Society for American Archaeology	,fla	,	,
10.2307/275384,10.2307/275384	,A Spear Thrower from Oklahoma	,W. E. Baker	A. V. Kidder	,American Antiquity	,3	,1	,1937-07-01T00:00:00Z	,pp. 51-52	,Society for American Archaeology	,fla	,	,
10.2307/281747,10.2307/281747	,No Surprises? The Reliability and Validity of Test Pit Sampling	,Jack D. Nance	Bruce F. Ball	,American Antiquity	,51	,3	,1986-07-01T00:00:00Z	,pp. 457-483	,Society for American Archaeology	,fla	,	,
10.2307/276059,10.2307/276059	,Reconnaissance of the Central San Joaquin Valley	,Gordon W. Hewes	,American Antiquity	,7	,2	,1941-10-01T00:00:00Z	,pp. 123-133	,Society for American Archaeology	,fla	,	,
10.2307/275258,10.2307/275258	,The Comparison of Fiber Properties of Arizona Cliff-Dweller and Hopi Cotton	,Emil W. Haury	Carl M. Conrad	,American Antiquity	,3	,3	,1938-01-01T00:00:00Z	,pp. 224-227	,Society for American Archaeology	,fla	,	,
10.2307/275619,10.2307/275619	,An Analysis of Iroquoian Ceramic Types	,John H. Bailey	,American Antiquity	,3	,4	,1938-04-01T00:00:00Z	,pp. 333-338	,Society for American Archaeology	,fla	,	,
10.2307/278075,10.2307/278075	,A Stylistic and Historical Analysis of Shoulder Patterns on Plains Indian Pottery	,W. Raymond Wood	,American Antiquity	,28	,1	,1962-07-01T00:00:00Z	,pp. 25-40	,Society for American Archaeology	,fla	,	,
10.2307/280150,10.2307/280150	,The Dating of Cases Grandes	,Steven A. LeBlanc	,American Antiquity	,45	,4	,1980-10-01T00:00:00Z	,pp. 799-806	,Society for American Archaeology	,fla	,	,
10.2307/280607,10.2307/280607	,Downtown Survey: The Discovery of Sixteenth-Century St. Augustine in an Urban Area	,Kathleen Deagan	,American Antiquity	,46	,3	,1981-07-01T00:00:00Z	,pp. 626-634	,Society for American Archaeology	,fla	,	,
10.2307/276740,10.2307/276740	,Western American Prehistory An Hypothesis	,Douglas Osborne	,American Antiquity	,24	,1	,1958-07-01T00:00:00Z	,pp. 47-52	,Society for American Archaeology	,fla	,	,
10.2307/40035855,10.2307/40035855	,Single Component Sites with Long Sequences of Radiocarbon Dates: The Sunwatch Site and Middle Fort Ancient Village Growth	,Robert A. Cook	,American Antiquity	,72	,3	,2007-07-01T00:00:00Z	,pp. 439-460	,Society for American Archaeology	,fla	,	,
10.2307/277569,10.2307/277569	,A Smiling Head Complex from Central Veracruz_ Mexico	,Alfonso Medellin Zenil	Frederick A. Peterson	,American Antiquity	,20	,2	,1954-10-01T00:00:00Z	,pp. 162-169	,Society for American Archaeology	,fla	,	,
10.2307/275401,10.2307/275401	,Some Ancient Indian Village Sites Adjacent to Manchester_ New Hampshire	,Harlan A. Marshall	,American Antiquity	,7	,4	,1942-04-01T00:00:00Z	,pp. 359-363	,Society for American Archaeology	,fla	,	,
10.2307/281025,10.2307/281025	,The Paleoindian Component at Charlie Lake Cave (HbRf 39)_ British Columbia	,Knut R. Fladmark	Jonathan C. Driver	Diana Alexander	,American Antiquity	,53	,2	,1988-04-01T00:00:00Z	,pp. 371-384	,Society for American Archaeology	,fla	,	,
10.2307/275541,10.2307/275541	,A Tentative Classification of the Prehistoric Cultures of Minnesota	,Lloyd A. Wilford	,American Antiquity	,6	,3	,1941-01-01T00:00:00Z	,pp. 231-249	,Society for American Archaeology	,fla	,	,
10.2307/278518,10.2307/278518	,Metallurgical Characteristics of North American Prehistoric Copper Work	,David L. Schroeder	Katharine C. Ruhl	,American Antiquity	,33	,2	,1968-04-01T00:00:00Z	,pp. 162-169	,Society for American Archaeology	,fla	,	,
10.2307/278783,10.2307/278783	,Ammonium Chloride Powder Used in the Photography of Artifacts	,David L. Weide	Gary D. Webster	,American Antiquity	,32	,1	,1967-01-01T00:00:00Z	,pp. 104-105	,Society for American Archaeology	,fla	,	,
10.2307/279149,10.2307/279149	,On the Methodology of Faunal Analysis	,Donald K. Grayson	,American Antiquity	,38	,4	,1973-10-01T00:00:00Z	,pp. 432-439	,Society for American Archaeology	,fla	,	,
10.2307/275481,10.2307/275481	,The Taxonomic Position of Stalling's Island_ Georgia	,Charles H. Fairbanks	,American Antiquity	,7	,3	,1942-01-01T00:00:00Z	,pp. 223-231	,Society for American Archaeology	,fla	,	,
10.2307/40035270,10.2307/40035270	,The Effects of the Hypsithermal on Prehistoric Foraging Efficiency in Missouri	,Steve Wolverton	,American Antiquity	,70	,1	,2005-01-01T00:00:00Z	,pp. 91-106	,Society for American Archaeology	,fla	,	,
10.2307/279309,10.2307/279309	,The Significance of Mammalian Faunas from Paleolithic Occupations in Cantabrian Spain	,L. G. Freeman	,American Antiquity	,38	,1	,1973-01-01T00:00:00Z	,pp. 3-44	,Society for American Archaeology	,fla	,	,
10.2307/275966,10.2307/275966	,"Eccentric" Flints of Oklahoma	,Forrest E. Clements	Alfred Reed	,American Antiquity	,5	,1	,1939-07-01T00:00:00Z	,pp. 27-30	,Society for American Archaeology	,fla	,	,
10.2307/276688,10.2307/276688	,Ancient Mesoamerican Mortars_ Plasters_ and Stuccos: Las Flores_ Tampico	,Edwin R. Littmann	,American Antiquity	,25	,1	,1959-07-01T00:00:00Z	,pp. 117-119	,Society for American Archaeology	,fla	,	,
10.2307/276452,10.2307/276452	,A Punched Card System for Radiocarbon Dates	,Wendell H. Oswalt	,American Antiquity	,23	,2	,1957-10-01T00:00:00Z	,pp. 183-185	,Society for American Archaeology	,fla	,	,
10.2307/279944,10.2307/279944	,Re-Evaluation of the First Radiocarbon Age for the Folsom Culture	,Vance T. Holliday	Eileen Johnson	,American Antiquity	,51	,2	,1986-04-01T00:00:00Z	,pp. 332-338	,Society for American Archaeology	,fla	,	,
10.2307/276644,10.2307/276644	,Temporal Placement of Alma Neck Banded	,William W. Wasley	,American Antiquity	,25	,4	,1960-04-01T00:00:00Z	,pp. 599-603	,Society for American Archaeology	,fla	,	,
10.2307/278885,10.2307/278885	,Fremont Culture: Restatement of Some Problems	,C. Melvin Aikens	,American Antiquity	,37	,1	,1972-01-01T00:00:00Z	,pp. 61-66	,Society for American Archaeology	,fla	,	,
10.2307/275228,10.2307/275228	,Notes on Colorado River Basin Archaeology	,Gordon C. Baldwin	,American Antiquity	,14	,2	,1948-10-01T00:00:00Z	,pp. 128-129	,Society for American Archaeology	,fla	,	,
10.2307/2694456,10.2307/2694456	,The Small Side-Notched Point System of the Northern Plains	,Thomas F. Kehoe	,American Antiquity	,31	,6	,1966-10-01T00:00:00Z	,pp. 827-841	,Society for American Archaeology	,fla	,	,
10.2307/2694814,10.2307/2694814	,The Buhl Burial: A Comment on Green et al.	,Walter A. Neves	Max Blum	,American Antiquity	,65	,1	,2000-01-01T00:00:00Z	,pp. 191-193	,Society for American Archaeology	,fla	,	,
10.2307/280597,10.2307/280597	,A Column-Wise Approach to Seriation	,Michael Ester	,American Antiquity	,46	,3	,1981-07-01T00:00:00Z	,pp. 496-512	,Society for American Archaeology	,fla	,	,
10.2307/275856,10.2307/275856	,Certain Bluff Mounds of Western Jersey County_ Illinois	,P. F. Titterington	,American Antiquity	,1	,1	,1935-07-01T00:00:00Z	,pp. 6-46	,Society for American Archaeology	,fla	,	,
10.2307/278610,10.2307/278610	,A Human Skeleton from Sediments of Mid-Pinedale Age in Southeastern Washington	,Roald Fryxell	Tadeusz Bielicki	Richard D. Daugherty	Carl E. Gustafson	Henry T. Irwin	Bennie C. Keel	,American Antiquity	,33	,4	,1968-10-01T00:00:00Z	,pp. 511-515	,Society for American Archaeology	,fla	,	,
10.2307/281595,10.2307/281595	,Economic Specialization and Construction Personnel in Classic Period Copan_ Honduras	,Elliot M. Abrams	,American Antiquity	,52	,3	,1987-07-01T00:00:00Z	,pp. 485-499	,Society for American Archaeology	,fla	,	,
10.2307/276642,10.2307/276642	,Ancient Mesoamerican Mortars_ Plasters_ and Stuccos: The Use of Bark Extracts in Lime Plasters	,Edwin R. Littmann	,American Antiquity	,25	,4	,1960-04-01T00:00:00Z	,pp. 593-597	,Society for American Archaeology	,fla	,	,
10.2307/279780,10.2307/279780	,Patterns of Jade Consumption and Disposal at Cerros_ Northern Belize	,James F. Garber	,American Antiquity	,48	,4	,1983-10-01T00:00:00Z	,pp. 800-807	,Society for American Archaeology	,fla	,	,
10.2307/278597,10.2307/278597	,A Suggested Terminology and Classification for Burial Description	,Roderick Sprague	,American Antiquity	,33	,4	,1968-10-01T00:00:00Z	,pp. 479-485	,Society for American Archaeology	,fla	,	,
10.2307/2694346,10.2307/2694346	,The Identification of Granitic Fire-Cracked Rocks Using Luminescence of Alkali Feldspars	,George Rapp Jr.	Sanda Balescu	Michel Lamothe	,American Antiquity	,64	,1	,1999-01-01T00:00:00Z	,pp. 71-78	,Society for American Archaeology	,fla	,	,
10.2307/275222,10.2307/275222	,Progress at Zaculeu_ Guatemala	,Richard Woodbury	,American Antiquity	,14	,2	,1948-10-01T00:00:00Z	,pp. 121-122	,Society for American Archaeology	,fla	,	,
10.2307/278490,10.2307/278490	,The Desert Culture of the Western Great Basin: A Lifeway of Seasonal Transhumance	,Emma Lou Davis	,American Antiquity	,29	,2	,1963-10-01T00:00:00Z	,pp. 202-212	,Society for American Archaeology	,fla	,	,
10.2307/275144,10.2307/275144	,A Central Basin Manifestation in Eastern Wisconsin	,E. F. Wood	,American Antiquity	,1	,3	,1936-01-01T00:00:00Z	,pp. 215-219	,Society for American Archaeology	,fla	,	,
10.2307/279086,10.2307/279086	,Using NTIS_ or How to Disseminate Archaeological Reports	,Gary F. Somers	,American Antiquity	,44	,2	,1979-04-01T00:00:00Z	,pp. 330-332	,Society for American Archaeology	,fla	,	,
10.2307/276409,10.2307/276409	,Artifacts with Mammoth Remains_ Naco_ Arizona	,Emil W. Haury	Ernst Antevs	John F. Lance	,American Antiquity	,19	,1	,1953-07-01T00:00:00Z	,pp. 1-24	,Society for American Archaeology	,fla	,	,
10.2307/277206,10.2307/277206	,Additional Data from the Dodd and Phillips Ranch Sites_ South Dakota	,George Metcalf	,American Antiquity	,21	,3	,1956-01-01T00:00:00Z	,pp. 305-309	,Society for American Archaeology	,fla	,	,
10.2307/2694244,10.2307/2694244	,Interpreting Variability in Thule Inuit Architecture: A Case Study from the Canadian High Arctic	,Peter C. Dawson	,American Antiquity	,66	,3	,2001-07-01T00:00:00Z	,pp. 453-470	,Society for American Archaeology	,fla	,	,
10.2307/278569,10.2307/278569	,Some Comments on the Archaeology of San Clemente Island_ California	,Sam-Joe Townsend	,American Antiquity	,28	,4	,1963-04-01T00:00:00Z	,pp. 554-555	,Society for American Archaeology	,fla	,	,
10.2307/276917,10.2307/276917	,Radiocarbon Dates. A Suggestion	,Lee Abel	,American Antiquity	,19	,2	,1953-10-01T00:00:00Z	,p. 158	,Society for American Archaeology	,fla	,	,
10.2307/2694379,10.2307/2694379	,A Historical Analysis and Synthesis of Grand Canyon Archaeology	,Douglas W. Schwartz	,American Antiquity	,31	,4	,1966-04-01T00:00:00Z	,pp. 469-484	,Society for American Archaeology	,fla	,	,
10.2307/4128426,10.2307/4128426	,Monacans as Moundbuilders?	,C. Clifford Boyd_ Jr.	,American Antiquity	,69	,2	,2004-04-01T00:00:00Z	,pp. 361-363	,Society for American Archaeology	,fla	,	,
10.2307/278986,10.2307/278986	,The Quantitative Analysis of Soil Phosphate	,William I. Woods	,American Antiquity	,42	,2	,1977-04-01T00:00:00Z	,pp. 248-252	,Society for American Archaeology	,fla	,	,
10.2307/279125,10.2307/279125	,A Response to Casteel	,John E. Yellen	,American Antiquity	,44	,4	,1979-10-01T00:00:00Z	,pp. 807-808	,Society for American Archaeology	,fla	,	,
10.2307/277402,10.2307/277402	,The Cogged Stones of Southern California	,Hal Eberhart	,American Antiquity	,26	,3	,1961-01-01T00:00:00Z	,pp. 361-370	,Society for American Archaeology	,fla	,	,
10.2307/279153,10.2307/279153	,A Tumbaga Object from the High Andes of Venezuela	,Heather Lechtman	,American Antiquity	,38	,4	,1973-10-01T00:00:00Z	,pp. 473-482	,Society for American Archaeology	,fla	,	,
10.2307/279441,10.2307/279441	,The Relationship of "Volcanic Ash_" sak lu'um_ and Palygorskite in Northern Yucatan Maya Ceramics	,Wayne C. Isphording	Eugene M. Wilson	,American Antiquity	,39	,3	,1974-07-01T00:00:00Z	,pp. 483-488	,Society for American Archaeology	,fla	,	,
