id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work
10.2307/529339,10.2307/529339	,Analysis by Neutron Activation of Human Bone from the Hellenistic Cemetery at Asine_ Greece	,Jeremy Edward	John M. Fossey	Leo Yaffe	,Journal of Field Archaeology	,11	,1	,1984-04-01T00:00:00Z	,pp. 37-46	,Maney Publishing	,fla	,	,
10.2307/530574,10.2307/530574	,Floodplains and Agricultural Origins: A Case Study in South-Central Ontario_ Canada	,Gary W. Crawford	David G. Smith	Joseph R. Desloges	Anthony M. Davis	,Journal of Field Archaeology	,25	,2	,1998-07-01T00:00:00Z	,pp. 123-137	,Maney Publishing	,fla	,	,
10.2307/530539,10.2307/530539	,	,Bruce G. Trigger	,Journal of Field Archaeology	,25	,3	,1998-10-01T00:00:00Z	,pp. 363-366	,Maney Publishing	,brv	,The Rise and Fall of Culture History|R. Lee Lyman;Michael J. O'Brien;Robert C. Dunnell	,
10.2307/530338,10.2307/530338	,	,Kathryn A. Bard	,Journal of Field Archaeology	,21	,3	,1994-10-01T00:00:00Z	,pp. 360-362	,Maney Publishing	,brv	,Early Civilizations. Ancient Egypt in Context|Bruce G. Trigger	,
10.2307/40025567,10.2307/40025567	,	,Uzi Baram	,Journal of Field Archaeology	,30	,4	,2005-12-01T00:00:00Z	,pp. 471-474	,Maney Publishing	,brv	,The Archaeology of the Early Islamic Settlement in Palestine|Jodi Magness	,
10.2307/530184,10.2307/530184	,	,Andrew Sherratt	,Journal of Field Archaeology	,22	,3	,1995-10-01T00:00:00Z	,pp. 363-365	,Maney Publishing	,brv	,The Archaeology of Rank|Paul K. Wason	Villages in the Steppe: Late Neolithic Settlement and Subsistence in the Balikh Valley_ Northern Syria|Peter M. M. G. Akkermans	Village Spaces: Settlement and Society in Northeastern Iran|Lee Horne	,
10.2307/40025573,10.2307/40025573	,	,Timothy R. Pauketat	,Journal of Field Archaeology	,30	,4	,2005-12-01T00:00:00Z	,pp. 485-486	,Maney Publishing	,brv	,Lost Laborers in Colonial California: Native Americans and the Archaeology of Rancho Petaluma|Stephen W. Silliman	,
10.2307/530168,10.2307/530168	,Elemental Characterization of Medieval Limestone Sculpture from Parisian and Burgundian Sources	,Lore L. Holmes	Charles T. Little	Edward V. Sayre	,Journal of Field Archaeology	,13	,4	,1986-12-01T00:00:00Z	,pp. 419-438	,Maney Publishing	,fla	,	,
10.2307/529844,10.2307/529844	,Back Matter	,	,Journal of Field Archaeology	,16	,3	,1989-10-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/530396,10.2307/530396	,	,Andrew Sherratt	,Journal of Field Archaeology	,17	,1	,1990-04-01T00:00:00Z	,pp. 89-93	,Maney Publishing	,brv	,In Search of the Indo-Europeans; Language_ Archaeology and Myth|J. P. Mallory	,
10.2307/529526,10.2307/529526	,News and Short Contributions	,Peter M. Fischer	David M. Van Horn	Opeoluwa Onabajo	George Ward Shannon_ Jr.	Edward B. Jelks	,Journal of Field Archaeology	,7	,4	,1980-12-01T00:00:00Z	,pp. 479-496	,Maney Publishing	,fla	,	,
10.2307/530047,10.2307/530047	,Publications	,	,Journal of Field Archaeology	,15	,4	,1988-12-01T00:00:00Z	,pp. 451-456	,Maney Publishing	,mis	,	,
10.2307/529952,10.2307/529952	,A Computerized Architectural and Topographical Survey of Ancient Corinth	,David Gilman Romano	Benjamin C. Schoenbrun	,Journal of Field Archaeology	,20	,2	,1993-07-01T00:00:00Z	,pp. 177-190	,Maney Publishing	,fla	,	,
10.2307/530087,10.2307/530087	,New Mexico Obsidian Sources and Exchange on the Southern Plains	,Timothy G. Baugh	Fred W. Nelson_ Jr.	,Journal of Field Archaeology	,14	,3	,1987-10-01T00:00:00Z	,pp. 313-329	,Maney Publishing	,fla	,	,
10.2307/529434,10.2307/529434	,Front Matter	,	,Journal of Field Archaeology	,3	,3	,1976-01-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/530164,10.2307/530164	,Front Matter	,	,Journal of Field Archaeology	,13	,4	,1986-12-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529530,10.2307/529530	,Prehistoric Land Use on Outer Cape Cod	,Francis P. McManamon	,Journal of Field Archaeology	,9	,1	,1982-04-01T00:00:00Z	,pp. 1-20	,Maney Publishing	,fla	,	,
10.2307/529862,10.2307/529862	,Late Formative Community Organization and Social Complexity on the Oaxaca Coast	,Arthur A. Joyce	,Journal of Field Archaeology	,21	,2	,1994-07-01T00:00:00Z	,pp. 147-168	,Maney Publishing	,fla	,	,
10.2307/40024947,10.2307/40024947	,	,Polly A. Peterson	,Journal of Field Archaeology	,30	,2	,2005-07-01T00:00:00Z	,pp. 214-218	,Maney Publishing	,brv	,In the Maw of the Earth Monster: Mesoamerican Ritual Cave Use|James E. Brady;Keith M. Prufer	,
10.2307/530286,10.2307/530286	,Back Matter	,	,Journal of Field Archaeology	,16	,4	,1989-12-01T00:00:00Z	,p. 502	,Maney Publishing	,mis	,	,
10.2307/530279,10.2307/530279	,The Prehistoric Settlement Pattern of Nevis_ West Indies	,Samuel M. Wilson	,Journal of Field Archaeology	,16	,4	,1989-12-01T00:00:00Z	,pp. 427-450	,Maney Publishing	,fla	,	,
10.2307/529539,10.2307/529539	,Perspectives	,George F. Bass	Reynold J. Ruppé	,Journal of Field Archaeology	,9	,1	,1982-04-01T00:00:00Z	,pp. 146-147	,Maney Publishing	,fla	,	,
10.2307/530265,10.2307/530265	,	,Mary C. Beaudry	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 239-241	,Maney Publishing	,brv	,The Meanings of Things: Material Culture and Symbolic Expression|Ian Hodder	,
10.2307/530587,10.2307/530587	,Front Matter	,	,Journal of Field Archaeology	,27	,2	,2000-07-01T00:00:00Z	,pp. 130-236	,Maney Publishing	,mis	,	,
10.2307/40024944,10.2307/40024944	,Publications: New Archaeological Books and Journals	,	,Journal of Field Archaeology	,30	,2	,2005-07-01T00:00:00Z	,pp. 205-210	,Maney Publishing	,mis	,	,
10.2307/40023506,10.2307/40023506	,	,Alasdair Whittle	,Journal of Field Archaeology	,31	,3	,2006-10-01T00:00:00Z	,pp. 349-350	,Maney Publishing	,brv	,The Avebury Landscape: Aspects of the Field Archaeology of the Marlborough Downs|Graham Brown;David Field;David McOmish	,
10.2307/530699,10.2307/530699	,Front Matter	,	,Journal of Field Archaeology	,26	,4	,1999-12-01T00:00:00Z	,pp. 422-484	,Maney Publishing	,mis	,	,
10.2307/530675,10.2307/530675	,An Ancient Storage Pit in the SW Chad Basin_ Nigeria	,Detlef Gronenborn	,Journal of Field Archaeology	,24	,4	,1997-12-01T00:00:00Z	,pp. 431-439	,Maney Publishing	,fla	,	,
10.2307/529506,10.2307/529506	,The Early Iron Age Settlement of Hascherkeller in Bavaria: Preliminary Report on the 1978 Excavations	,Peter S. Wells	,Journal of Field Archaeology	,6	,1	,1979-04-01T00:00:00Z	,pp. 17-28	,Maney Publishing	,fla	,	,
10.2307/529558,10.2307/529558	,The Excavation of Hayonim Terrace: An Interim Report	,Donald O. Henry	Arlette Leroi-Gourhan	,Journal of Field Archaeology	,3	,4	,1976-01-01T00:00:00Z	,pp. 391-406	,Maney Publishing	,fla	,	,
10.2307/529409,10.2307/529409	,Early State Expansion in Central Mexico: Teotihuacan in Morelos	,Kenneth G. Hirth	Jorge Angulo Villaseñor	,Journal of Field Archaeology	,8	,2	,1981-07-01T00:00:00Z	,pp. 135-150	,Maney Publishing	,fla	,	,
10.2307/530022,10.2307/530022	,Rock Art and Hunter-Gatherer Archaeology: A Case Study from SW Texas and Northern Mexico	,Solveig A. Turpin	,Journal of Field Archaeology	,17	,3	,1990-10-01T00:00:00Z	,pp. 263-281	,Maney Publishing	,fla	,	,
10.2307/40024671,10.2307/40024671	,	,Marilyn A. Masson	,Journal of Field Archaeology	,32	,2	,2007-07-01T00:00:00Z	,pp. 216-218	,Maney Publishing	,brv	,La Producción y el Poder Local en el Xaltocan Posclásico/Production and Power at Postclassic Xaltocan|Elizabeth M. Brumfiel	,
10.2307/529998,10.2307/529998	,News and Short Contributions	,Stephen R. Durand	Lonnie C. Pippin	Dirk H. R. Spennemann	,Journal of Field Archaeology	,19	,2	,1992-07-01T00:00:00Z	,pp. 263-274	,Maney Publishing	,fla	,	,
10.2307/530523,10.2307/530523	,	,David Killick	,Journal of Field Archaeology	,26	,3	,1999-10-01T00:00:00Z	,pp. 360-363	,Maney Publishing	,brv	,Iron Technology in East Africa: Symbolism_ Science_ and Archaeology|Peter R. Schmidt	,
10.2307/3250907,10.2307/3250907	,	,Graham Connah	,Journal of Field Archaeology	,29	,3/4	,2002-10-01T00:00:00Z	,pp. 477-479	,Maney Publishing	,brv	,African Historical Archaeologies|Andrew M. Reid;Paul J. Lane	,
10.2307/530171,10.2307/530171	,Sampling Procedures for Regional Surveys: A Problem of Representativeness and Effectiveness	,Dwight W. Read	,Journal of Field Archaeology	,13	,4	,1986-12-01T00:00:00Z	,pp. 477-491	,Maney Publishing	,fla	,	,
10.2307/529569,10.2307/529569	,Muralla de Leon: A Lowland Maya Fortification	,Don S. Rice	Prudence M. Rice	,Journal of Field Archaeology	,8	,3	,1981-10-01T00:00:00Z	,pp. 271-288	,Maney Publishing	,fla	,	,
10.2307/3181476,10.2307/3181476	,	,Bruce G. Trigger	,Journal of Field Archaeology	,28	,1/2	,2001-04-01T00:00:00Z	,pp. 229-232	,Maney Publishing	,brv	,Grahame Clark: An Intellectual Life of an Archaeologist|Brian Fagan	,
10.2307/530204,10.2307/530204	,Prehistoric Water Wells on the Southern High Plains: Clues to Altithermal Climate	,David J. Meltzer	Michael B. Collins	,Journal of Field Archaeology	,14	,1	,1987-04-01T00:00:00Z	,pp. 9-28	,Maney Publishing	,fla	,	,
10.2307/529994,10.2307/529994	,	,Peter Bellwood	,Journal of Field Archaeology	,19	,2	,1992-07-01T00:00:00Z	,pp. 255-256	,Maney Publishing	,brv	,The Excavation of Khok Phanom Di_ a Prehistoric Site in Central Thailand. Volume 1: The Excavation_ Chronology and Human Burials|C. F. W. Higham;R. Bannanurag	,
10.2307/530305,10.2307/530305	,Back Matter	,	,Journal of Field Archaeology	,15	,2	,1988-07-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/530629,10.2307/530629	,	,Alan H. Simmons	,Journal of Field Archaeology	,26	,1	,1999-04-01T00:00:00Z	,pp. 99-101	,Maney Publishing	,brv	,Archaeological Ethics|Karen Vitelli	,
10.2307/3181430,10.2307/3181430	,Volume Information	,	,Journal of Field Archaeology	,28	,3/4	,2001-10-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/530044,10.2307/530044	,Cahuachi: Non-Urban Cultural Complexity on the South Coast of Peru	,Helaine Silverman	,Journal of Field Archaeology	,15	,4	,1988-12-01T00:00:00Z	,pp. 403-430	,Maney Publishing	,fla	,	,
10.2307/529745,10.2307/529745	,The Prehistory of NW Argentina: The Calchaquí Valley Project_ 1977-1981	,Gordon C. Pollard	,Journal of Field Archaeology	,10	,1	,1983-04-01T00:00:00Z	,pp. 11-32	,Maney Publishing	,fla	,	,
10.2307/530259,10.2307/530259	,Publications	,	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 217-220	,Maney Publishing	,mis	,	,
10.2307/529689,10.2307/529689	,Back Matter	,	,Journal of Field Archaeology	,9	,4	,1982-12-01T00:00:00Z	,p. 556	,Maney Publishing	,mis	,	,
10.2307/40024963,10.2307/40024963	,	,Stephen Houston	,Journal of Field Archaeology	,31	,2	,2006-07-01T00:00:00Z	,pp. 219-220	,Maney Publishing	,brv	,Human Sacrifice at Teotihuacan|Saburo Sugiyama	,
10.2307/40026053,10.2307/40026053	,Back Matter	,	,Journal of Field Archaeology	,32	,1	,2007-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529581,10.2307/529581	,Canadian Excavations at Carthage_ 1976 and 1978: The Theodosian Wall_ Northern Sector	,C. M. Wells	E. M. Wightman	,Journal of Field Archaeology	,7	,1	,1980-04-01T00:00:00Z	,pp. 43-63	,Maney Publishing	,fla	,	,
10.2307/529914,10.2307/529914	,Formative Lacustrine Adaptation: Botanical Remains from Terremote-Tlaltenco_ D. F._ México	,Emily McClung de Tapia	Mari Carmen Serra Puche	Amie Ellen Limón de Dyer	,Journal of Field Archaeology	,13	,1	,1986-04-01T00:00:00Z	,pp. 99-113	,Maney Publishing	,fla	,	,
10.2307/530498,10.2307/530498	,Back Matter	,	,Journal of Field Archaeology	,23	,3	,1996-10-01T00:00:00Z	,p. 402	,Maney Publishing	,mis	,	,
10.2307/40025821,10.2307/40025821	,Front Matter	,	,Journal of Field Archaeology	,30	,1	,2005-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/529892,10.2307/529892	,Dating the Hohokam Phase Sequence: An Analysis of Archaeomagnetic Dates	,Jeffrey L. Eighmy	Randall H. McGuire	,Journal of Field Archaeology	,16	,2	,1989-07-01T00:00:00Z	,pp. 215-231	,Maney Publishing	,fla	,	,
10.2307/40025566,10.2307/40025566	,Publications: New Archaeological Books and Journals	,	,Journal of Field Archaeology	,30	,4	,2005-12-01T00:00:00Z	,pp. 465-469	,Maney Publishing	,mis	,	,
10.2307/40024722,10.2307/40024722	,	,W. Fredrick Limp	,Journal of Field Archaeology	,31	,1	,2006-04-01T00:00:00Z	,pp. 105-107	,Maney Publishing	,brv	,Ground Penetrating Radar for Archaeology|Lawrence B. Conyers	,
10.2307/3181464,10.2307/3181464	,Architecture_ Local Elites_ and Imperial Entanglements: The Wari Empire and the Cotahuasi Valley of Peru	,Justin Jennings	Willy Yépez Álvarez	,Journal of Field Archaeology	,28	,1/2	,2001-04-01T00:00:00Z	,pp. 143-159	,Maney Publishing	,fla	,	,
10.2307/40025571,10.2307/40025571	,	,Richard A. Gould	,Journal of Field Archaeology	,30	,4	,2005-12-01T00:00:00Z	,pp. 481-483	,Maney Publishing	,brv	,Serçe Limanı_ an Eleventh-Century Shipwreck_ Vol. I: The Ship and Its Anchorage_ Crew_ and Passengers|George F. Bass;Sheila Matthews;J. Richard Steffy;Frederick H. van Doorninck Jr.	,
10.2307/529850,10.2307/529850	,Buried Sites on the Soconusco Coastal Plain_ Chiapas_ Mexico	,Barbara Voorhies	Douglas Kennett	,Journal of Field Archaeology	,22	,1	,1995-04-01T00:00:00Z	,pp. 65-79	,Maney Publishing	,fla	,	,
10.2307/530187,10.2307/530187	,Back Matter	,	,Journal of Field Archaeology	,22	,3	,1995-10-01T00:00:00Z	,pp. 388-390	,Maney Publishing	,mis	,	,
10.2307/40026050,10.2307/40026050	,	,Karen G. Harry	,Journal of Field Archaeology	,32	,1	,2007-04-01T00:00:00Z	,pp. 106-108	,Maney Publishing	,brv	,The Archaeology of Chaco Canyon: An Eleventh Century Pueblo Regional Center|Stephen H. Lekson	,
10.2307/529785,10.2307/529785	,The Antiquities Market	,Karen D. Vitelli	,Journal of Field Archaeology	,8	,1	,1981-04-01T00:00:00Z	,pp. 85-93	,Maney Publishing	,fla	,	,
10.2307/40026052,10.2307/40026052	,Correction to Equation in "Coastal Erosion and Site Destruction on Carriacou_ West Indies"	,Scott M. Fitzpatrick	Michiel Kappers	Quetta Kaye	,Journal of Field Archaeology	,32	,1	,2007-04-01T00:00:00Z	,p. 113	,Maney Publishing	,fla	,	,
10.2307/3181475,10.2307/3181475	,	,Thomas F. Tartaron	,Journal of Field Archaeology	,28	,1/2	,2001-04-01T00:00:00Z	,pp. 225-229	,Maney Publishing	,brv	,An Island Archaeology of the Early Cyclades|Cyprian Broodbank	,
10.2307/40025833,10.2307/40025833	,	,Michael E. Moseley	,Journal of Field Archaeology	,30	,1	,2005-04-01T00:00:00Z	,pp. 107-109	,Maney Publishing	,brv	,Moche Portraits from Ancient Peru|Christopher B. Donnan	,
10.2307/529383,10.2307/529383	,Gaudo and the East	,R. Ross Holloway	,Journal of Field Archaeology	,3	,2	,1976-01-01T00:00:00Z	,pp. 143-158	,Maney Publishing	,fla	,	,
10.2307/3181443,10.2307/3181443	,Metal Working in the Northern Lowveld_ South Africa_ A.D. 1000-1890	,Duncan Miller	David Killick	Nikolaas J. van der Merwe	,Journal of Field Archaeology	,28	,3/4	,2001-10-01T00:00:00Z	,pp. 401-417	,Maney Publishing	,fla	,	,
10.2307/530035,10.2307/530035	,	,Patricia A. McAnany	,Journal of Field Archaeology	,17	,3	,1990-10-01T00:00:00Z	,pp. 354-358	,Maney Publishing	,brv	,Ancient Trade and Tribute: Economies of the Soconusco Region of Mesoamerica|Barbara Voorhies	,
10.2307/530223,10.2307/530223	,Some Techniques for Mechanical Excavation in Salvage Archaeology	,D. M. Van Horn	J. R. Murray	R. S. White	,Journal of Field Archaeology	,13	,2	,1986-07-01T00:00:00Z	,pp. 239-244	,Maney Publishing	,fla	,	,
10.2307/530540,10.2307/530540	,	,David Webster	,Journal of Field Archaeology	,25	,3	,1998-10-01T00:00:00Z	,pp. 366-368	,Maney Publishing	,brv	,The Managed Mosaic|Scott L. Fedick	,
10.2307/3181463,10.2307/3181463	,Imaging Radar and Archaeological Survey: An Example from the Gobi Desert of Southern Mongolia	,Derrold W. Holcomb	,Journal of Field Archaeology	,28	,1/2	,2001-04-01T00:00:00Z	,pp. 131-141	,Maney Publishing	,fla	,	,
10.2307/530074,10.2307/530074	,Screen Size and Differential Faunal Recovery: A Hawaiian Example	,Elizabeth A. Gordon	,Journal of Field Archaeology	,20	,4	,1993-12-01T00:00:00Z	,pp. 453-460	,Maney Publishing	,fla	,	,
10.2307/529511,10.2307/529511	,The Antiquities Market	,Karen D. Vitelli	,Journal of Field Archaeology	,6	,1	,1979-04-01T00:00:00Z	,pp. 75-107	,Maney Publishing	,fla	,	,
10.2307/530241,10.2307/530241	,Mousterian Hunters of the NW Caucasus: Preliminary Results of Recent Investigations	,Gennady Baryshnikov	John F. Hoffecker	,Journal of Field Archaeology	,21	,1	,1994-04-01T00:00:00Z	,pp. 1-14	,Maney Publishing	,fla	,	,
10.2307/529330,10.2307/529330	,Africa South: The Last 30_000 Centuries: Recent Investigations of Man's Past in the Sub-Saharan Tropics	,Creighton Gabel	,Journal of Field Archaeology	,2	,4	,1975-01-01T00:00:00Z	,pp. 363-387	,Maney Publishing	,fla	,	,
10.2307/530143,10.2307/530143	,News and Short Contributions	,Jay F. Custer	Scott C. Watson	Colleen De Santis	Frederick M. Asher	Pam J. Crabtree	Michael W. Graves	Harold L. Dibble	,Journal of Field Archaeology	,14	,2	,1987-07-01T00:00:00Z	,pp. 229-254	,Maney Publishing	,fla	,	,
10.2307/529776,10.2307/529776	,Erratum: News and Short Contributions	,	,Journal of Field Archaeology	,5	,1	,1978-04-01T00:00:00Z	,p. 124	,Maney Publishing	,fla	,	,
10.2307/529620,10.2307/529620	,Surface and Subsurface Evidence for Community Size at Coapexco_ Mexico	,Paul Tolstoy	Suzanne K. Fish	,Journal of Field Archaeology	,2	,1/2	,1975-01-01T00:00:00Z	,pp. 97-104	,Maney Publishing	,fla	,	,
10.2307/530260,10.2307/530260	,Introduction	,Norman Hammond	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 221-222	,Maney Publishing	,mis	,	,
10.2307/529623,10.2307/529623	,Thermally Altered Novaculite and Stone Tool Manufacturing Techniques	,J. Jeffrey Flenniken	Ervan G. Garrison	,Journal of Field Archaeology	,2	,1/2	,1975-01-01T00:00:00Z	,pp. 125-131	,Maney Publishing	,fla	,	,
10.2307/529807,10.2307/529807	,Abu Salem: Type Site of the Harifian Industry of the Southern Levant	,Anthony E. Marks	Thomas R. Scott	,Journal of Field Archaeology	,3	,1	,1976-01-01T00:00:00Z	,pp. 43-60	,Maney Publishing	,fla	,	,
10.2307/530071,10.2307/530071	,The First Farmers of Central Europe: A Survey Article	,Peter Bogucki	Ryszard Grygiel	,Journal of Field Archaeology	,20	,4	,1993-12-01T00:00:00Z	,pp. 399-426	,Maney Publishing	,fla	,	,
10.2307/530442,10.2307/530442	,Testing at Isla Alor in the La Venta Olmec Hinterland	,L. Mark Raab	Matthew A. Boxt	Katherine Bradford	Brian A. Stokes	Rebecca B. González Lauck	,Journal of Field Archaeology	,27	,3	,2000-10-01T00:00:00Z	,pp. 257-270	,Maney Publishing	,fla	,	,
10.2307/530246,10.2307/530246	,The Settlement of Marginal Polynesia: New Evidence from Henderson Island	,Marshall I. Weisler	,Journal of Field Archaeology	,21	,1	,1994-04-01T00:00:00Z	,pp. 83-102	,Maney Publishing	,fla	,	,
10.2307/40024964,10.2307/40024964	,	,A. Bernard Knapp	,Journal of Field Archaeology	,31	,2	,2006-07-01T00:00:00Z	,pp. 220-225	,Maney Publishing	,brv	,The Plain of Phaistos: Cycles of Complexity in the Mesara Region of Crete|L. Vance Watrous;Despoina Hadzi-Vallianou;Harriet Blitzer	,
10.2307/529635,10.2307/529635	,Faunal Remains from Dinkha Tepe_ Northwestern Iran	,Allan S. Gilbert	Paul Steinfeld	,Journal of Field Archaeology	,4	,3	,1977-10-01T00:00:00Z	,pp. 329-351	,Maney Publishing	,fla	,	,
10.2307/530266,10.2307/530266	,	,Thomas J. Barfield	,Journal of Field Archaeology	,18	,2	,1991-07-01T00:00:00Z	,pp. 241-243	,Maney Publishing	,brv	,Peace_ War_ and Trade along the Great Wall: Nomadic-Chinese Interaction Through Two Millennia|Sechin Jagchid;Van Jay Symons	,
10.2307/530524,10.2307/530524	,	,George R. Milner	,Journal of Field Archaeology	,26	,3	,1999-10-01T00:00:00Z	,pp. 363-365	,Maney Publishing	,brv	,Mississippian Political Economy|Jon Muller	,
10.2307/529593,10.2307/529593	,Prehistoric Agriculture in Kohala_ Hawaii	,H. David Tuggle	M. J. Tomonari-Tuggle	,Journal of Field Archaeology	,7	,3	,1980-10-01T00:00:00Z	,pp. 297-312	,Maney Publishing	,fla	,	,
10.2307/530034,10.2307/530034	,	,Robert D. Leonard	,Journal of Field Archaeology	,17	,3	,1990-10-01T00:00:00Z	,pp. 348-354	,Maney Publishing	,brv	,The Anasazi in a Changing Environment|George J. Gumerman	The Evolution of the Calusa: A Nonagricultural Chiefdom on the Southwest Florida Coast|Randolf J. Widmer	Evolution of the Onondaga Iroquois: Accommodating Change_ 1500-1665|James W. Bradley	The King Site: Continuity and Contact in Sixteenth-Century Georgia|Robert L. Blakely	Like Beads on a String: A Culture History of the Seminole Indians in North Peninsular Florida|Brent Richards Weisman	,
10.2307/530531,10.2307/530531	,Front Matter	,	,Journal of Field Archaeology	,25	,3	,1998-10-01T00:00:00Z	,pp. 260-356	,Maney Publishing	,mis	,	,
10.2307/530513,10.2307/530513	,Maritime Subsistence at a 9300 Year Old Shell Midden on Santa Rosa Island_ California	,Jon M. Erlandson	Torben C. Rick	René L. Vellanoweth	Douglas J. Kennett	,Journal of Field Archaeology	,26	,3	,1999-10-01T00:00:00Z	,pp. 255-265	,Maney Publishing	,fla	,	,
10.2307/530566,10.2307/530566	,	,P. Nick Kardulias	,Journal of Field Archaeology	,24	,1	,1997-04-01T00:00:00Z	,pp. 118-121	,Maney Publishing	,brv	,Provenience Studies and Bronze Age Cyprus: Production_ Exchange and Politico-Economic Change|A. Bernard Knapp;John F. Cherry	,
10.2307/529879,10.2307/529879	,Extensive Sherd Scatters and Land-Use Intensity: Some Recent Results	,T. J. Wilkinson	,Journal of Field Archaeology	,16	,1	,1989-04-01T00:00:00Z	,pp. 31-46	,Maney Publishing	,fla	,	,
10.2307/529333,10.2307/529333	,Perspectives	,C. G. Holland	Wade Meade	,Journal of Field Archaeology	,2	,4	,1975-01-01T00:00:00Z	,pp. 409-410	,Maney Publishing	,fla	,	,
10.2307/529907,10.2307/529907	,Front Matter	,	,Journal of Field Archaeology	,13	,1	,1986-04-01T00:00:00Z	,	,Maney Publishing	,mis	,	,
10.2307/40025297,10.2307/40025297	,An Integrated Survey of Roman Urbanization at Potentia_ Central Italy	,Frank Vermeulen	Geert Verhoeven	,Journal of Field Archaeology	,31	,4	,2006-12-01T00:00:00Z	,pp. 395-410	,Maney Publishing	,fla	,	,
10.2307/529573,10.2307/529573	,Surkh Dum at The Metropolitan Museum of Art: a Mini-Report	,Oscar White Muscarella	,Journal of Field Archaeology	,8	,3	,1981-10-01T00:00:00Z	,pp. 327-359	,Maney Publishing	,fla	,	,
10.2307/529771,10.2307/529771	,Faunal Assemblages and the "Wiegemethode" or Weight Method	,Richard W. Casteel	,Journal of Field Archaeology	,5	,1	,1978-04-01T00:00:00Z	,pp. 71-77	,Maney Publishing	,fla	,	,
10.2307/529941,10.2307/529941	,	,Ian Hodder	,Journal of Field Archaeology	,18	,3	,1991-10-01T00:00:00Z	,pp. 383-387	,Maney Publishing	,brv	,Debating Archaeology|Lewis R. Binford	,
10.2307/530311,10.2307/530311	,Use-Wear Analyses on Manos and Hide-Processing Stones	,Jenny L. Adams	,Journal of Field Archaeology	,15	,3	,1988-10-01T00:00:00Z	,pp. 307-315	,Maney Publishing	,fla	,	,
10.2307/40024664,10.2307/40024664	,Quids and Aprons: Ancient DNA from Artifacts from the American Southwest	,Steven A. LeBlanc	Lori S. Cobb Kreisman	Brian M. Kemp	Francis E. Smiley	Shawn W. Carlyle	Anna N. Dhody	Thomas Benjamin	,Journal of Field Archaeology	,32	,2	,2007-07-01T00:00:00Z	,pp. 161-175	,Maney Publishing	,fla	,	,
10.2307/529497,10.2307/529497	,Spectrographic Analyses of Mycenaean Pottery from Ialysos on Rhodes: Results and Implications	,Richard E. Jones	Christopher Mee	,Journal of Field Archaeology	,5	,4	,1978-12-01T00:00:00Z	,pp. 461-470	,Maney Publishing	,fla	,	,
10.2307/530412,10.2307/530412	,	,Tracey Cullen	,Journal of Field Archaeology	,18	,4	,1991-12-01T00:00:00Z	,pp. 498-501	,Maney Publishing	,brv	,Death_ Women_ and the Sun: Symbolism of Regeneration in Early Aegean Religion|Lucy Goodison	,
10.2307/529725,10.2307/529725	,Radiocarbon Dating and the George C. Davis Site_ Texas	,Dee Ann Story	S. Valastro_ Jr.	,Journal of Field Archaeology	,4	,1	,1977-04-01T00:00:00Z	,pp. 63-89	,Maney Publishing	,fla	,	,
10.2307/530555,10.2307/530555	,	,T. J. Wilkinson	,Journal of Field Archaeology	,23	,4	,1996-12-01T00:00:00Z	,pp. 527-530	,Maney Publishing	,brv	,Late Quaternary Chronology and Palaeoclimates of the Eastern Mediterranean|Ofer Bar-Yosef;Renee S. Kra	,
10.2307/529281,10.2307/529281	,Coastal Paleogeography of the Central and Western Mediterranean during the Last 125_000 Years and Its Archaeological Implications	,Judith C. Shackleton	Tjeerd H. van Andel	Curtis N. Runnels	,Journal of Field Archaeology	,11	,3	,1984-10-01T00:00:00Z	,pp. 307-314	,Maney Publishing	,fla	,	,
10.2307/40024666,10.2307/40024666	,Editorial Introduction	,Christina Luke	,Journal of Field Archaeology	,32	,2	,2007-07-01T00:00:00Z	,pp. 195-196	,Maney Publishing	,mis	,	,
10.2307/40026046,10.2307/40026046	,Prehistoric Mink (Mustela vison) Trapping on the Northwest Coast	,R. Lee Lyman	,Journal of Field Archaeology	,32	,1	,2007-04-01T00:00:00Z	,pp. 91-95	,Maney Publishing	,fla	,	,
10.2307/530145,10.2307/530145	,Back Matter	,	,Journal of Field Archaeology	,14	,2	,1987-07-01T00:00:00Z	,p. 256	,Maney Publishing	,mis	,	,
10.2307/529880,10.2307/529880	,Microwear Analysis in the Maya Lowlands: The Use of Functional Data in a Complex-Society Setting	,Mark S. Aldenderfer	Larry R. Kimball	April Sievert	,Journal of Field Archaeology	,16	,1	,1989-04-01T00:00:00Z	,pp. 47-60	,Maney Publishing	,fla	,	,
